experiment,participant,trialNumber,searchTarget,task,setSize,correctResponse,rt,timeoutOrKeyNotPressed
2,ex2p67,26,face,target absent,8,TRUE,1258,FALSE
2,ex2p67,27,non-face object,target present,4,TRUE,1244,FALSE
2,ex2p67,28,face,target absent,8,TRUE,1812,FALSE
2,ex2p67,29,face,target present,8,TRUE,1696,FALSE
2,ex2p67,30,face,target present,8,TRUE,728,FALSE
2,ex2p67,31,face,target present,8,TRUE,672,FALSE
2,ex2p67,32,real face,target present,16,TRUE,740,FALSE
2,ex2p67,33,real face,target absent,16,TRUE,1994,FALSE
2,ex2p67,34,non-face object,target present,4,TRUE,799,FALSE
2,ex2p67,35,face,target absent,8,TRUE,1803,FALSE
2,ex2p67,36,face,target present,8,TRUE,2154,FALSE
2,ex2p67,37,non-face object,target present,4,TRUE,671,FALSE
2,ex2p67,38,non-face object,target absent,4,TRUE,1829,FALSE
2,ex2p67,39,non-face object,target absent,4,TRUE,1594,FALSE
2,ex2p67,40,face,target absent,8,TRUE,2675,FALSE
2,ex2p67,41,real face,target present,16,TRUE,657,FALSE
2,ex2p67,42,real face,target absent,16,TRUE,1416,FALSE
2,ex2p67,43,face,target present,8,TRUE,669,FALSE
2,ex2p67,44,real face,target absent,16,TRUE,1559,FALSE
2,ex2p67,45,non-face object,target absent,4,TRUE,1333,FALSE
2,ex2p67,46,non-face object,target present,4,TRUE,1024,FALSE
2,ex2p67,47,real face,target absent,16,TRUE,1497,FALSE
2,ex2p67,48,non-face object,target present,4,TRUE,958,FALSE
2,ex2p67,49,non-face object,target present,4,TRUE,903,FALSE
2,ex2p67,50,face,target absent,8,TRUE,1705,FALSE
2,ex2p67,51,real face,target absent,16,TRUE,1042,FALSE
2,ex2p67,52,face,target present,8,TRUE,1314,FALSE
2,ex2p67,53,real face,target absent,16,TRUE,2696,FALSE
2,ex2p67,54,real face,target present,16,TRUE,1009,FALSE
2,ex2p67,55,real face,target present,16,TRUE,1093,FALSE
2,ex2p67,56,face,target absent,8,TRUE,1477,FALSE
2,ex2p67,57,non-face object,target present,4,TRUE,992,FALSE
2,ex2p67,58,non-face object,target absent,4,TRUE,1155,FALSE
2,ex2p67,59,face,target absent,8,TRUE,1279,FALSE
2,ex2p67,60,face,target absent,8,TRUE,2558,FALSE
2,ex2p67,61,face,target present,8,TRUE,654,FALSE
2,ex2p67,62,real face,target absent,16,TRUE,2170,FALSE
2,ex2p67,63,real face,target present,16,TRUE,798,FALSE
2,ex2p67,64,real face,target absent,16,TRUE,1356,FALSE
2,ex2p67,65,real face,target absent,16,TRUE,1706,FALSE
2,ex2p67,66,real face,target absent,16,TRUE,1349,FALSE
2,ex2p67,67,non-face object,target absent,4,TRUE,1374,FALSE
2,ex2p67,68,real face,target absent,16,TRUE,2639,FALSE
2,ex2p67,69,real face,target present,16,TRUE,855,FALSE
2,ex2p88080,1,face,target absent,8,TRUE,1393,FALSE
2,ex2p88080,2,face,target present,8,TRUE,531,FALSE
2,ex2p88080,3,face,target present,8,TRUE,466,FALSE
2,ex2p88080,4,real face,target absent,16,TRUE,1099,FALSE
2,ex2p88080,5,face,target present,8,TRUE,761,FALSE
2,ex2p88080,6,non-face object,target present,4,TRUE,704,FALSE
2,ex2p88080,7,non-face object,target present,4,TRUE,1016,FALSE
2,ex2p88080,8,real face,target absent,16,TRUE,1029,FALSE
2,ex2p88080,9,non-face object,target absent,4,TRUE,798,FALSE
2,ex2p88080,10,non-face object,target present,4,TRUE,537,FALSE
2,ex2p88080,11,non-face object,target absent,4,TRUE,1245,FALSE
2,ex2p88080,12,face,target absent,8,TRUE,1216,FALSE
2,ex2p88080,13,non-face object,target absent,4,TRUE,924,FALSE
2,ex2p88080,14,real face,target present,16,TRUE,695,FALSE
2,ex2p88080,15,non-face object,target absent,4,TRUE,745,FALSE
2,ex2p88080,16,non-face object,target absent,4,TRUE,1261,FALSE
2,ex2p88080,17,real face,target present,16,TRUE,1124,FALSE
2,ex2p88080,18,real face,target absent,16,TRUE,1235,FALSE
2,ex2p88080,19,face,target present,8,TRUE,1049,FALSE
2,ex2p88080,20,face,target absent,8,TRUE,1722,FALSE
2,ex2p88080,21,non-face object,target absent,4,TRUE,907,FALSE
2,ex2p88080,22,non-face object,target absent,4,TRUE,715,FALSE
2,ex2p88080,23,non-face object,target present,4,TRUE,1371,FALSE
2,ex2p88080,24,non-face object,target present,4,TRUE,931,FALSE
2,ex2p88080,25,face,target present,8,TRUE,695,FALSE
2,ex2p88080,26,face,target present,8,TRUE,583,FALSE
2,ex2p88080,27,real face,target present,16,TRUE,547,FALSE
2,ex2p88080,28,real face,target present,16,TRUE,545,FALSE
2,ex2p88080,29,non-face object,target present,4,TRUE,560,FALSE
2,ex2p88080,30,non-face object,target absent,4,TRUE,983,FALSE
2,ex2p88080,31,non-face object,target present,4,TRUE,507,FALSE
2,ex2p88080,32,real face,target absent,16,TRUE,1065,FALSE
2,ex2p88080,33,real face,target absent,16,TRUE,894,FALSE
2,ex2p88080,34,face,target present,8,TRUE,689,FALSE
2,ex2p88080,35,real face,target absent,16,TRUE,1068,FALSE
2,ex2p88080,36,non-face object,target present,4,TRUE,632,FALSE
2,ex2p88080,37,real face,target absent,16,TRUE,735,FALSE
2,ex2p88080,38,non-face object,target absent,4,TRUE,1303,FALSE
2,ex2p88080,39,real face,target present,16,TRUE,908,FALSE
2,ex2p88080,40,non-face object,target absent,4,TRUE,649,FALSE
2,ex2p88080,41,non-face object,target present,4,TRUE,719,FALSE
2,ex2p88080,42,face,target absent,8,TRUE,587,FALSE
2,ex2p88080,43,non-face object,target present,4,TRUE,562,FALSE
2,ex2p88080,44,non-face object,target present,4,TRUE,905,FALSE
2,ex2p88080,45,face,target absent,8,TRUE,998,FALSE
2,ex2p88080,46,face,target present,8,TRUE,792,FALSE
2,ex2p88080,47,real face,target present,16,FALSE,662,FALSE
2,ex2p88080,48,non-face object,target absent,4,TRUE,702,FALSE
2,ex2p88080,49,real face,target present,16,TRUE,490,FALSE
2,ex2p88080,50,face,target present,8,TRUE,475,FALSE
2,ex2p88080,51,non-face object,target absent,4,TRUE,1360,FALSE
2,ex2p88080,52,real face,target present,16,TRUE,850,FALSE
2,ex2p88080,53,real face,target present,16,TRUE,1133,FALSE
2,ex2p88080,54,real face,target present,16,TRUE,469,FALSE
2,ex2p88080,55,non-face object,target present,4,FALSE,1014,FALSE
2,ex2p88080,56,real face,target absent,16,TRUE,1034,FALSE
2,ex2p88080,57,real face,target absent,16,TRUE,1311,FALSE
2,ex2p88080,58,real face,target absent,16,TRUE,1546,FALSE
2,ex2p88080,59,non-face object,target present,4,TRUE,473,FALSE
2,ex2p88080,60,face,target present,8,TRUE,815,FALSE
2,ex2p88080,61,non-face object,target absent,4,TRUE,742,FALSE
2,ex2p88080,62,real face,target present,16,TRUE,1109,FALSE
2,ex2p88080,63,face,target absent,8,TRUE,2068,FALSE
2,ex2p88080,64,real face,target present,16,TRUE,1353,FALSE
2,ex2p88080,65,real face,target present,16,TRUE,480,FALSE
2,ex2p88080,66,face,target present,8,TRUE,531,FALSE
2,ex2p88080,67,real face,target absent,16,TRUE,1259,FALSE
2,ex2p88080,68,face,target absent,8,TRUE,1212,FALSE
2,ex2p88080,69,face,target present,8,TRUE,662,FALSE
2,ex2pImyxmh,1,non-face object,target present,4,TRUE,1485,FALSE
2,ex2pImyxmh,2,non-face object,target present,4,TRUE,1346,FALSE
2,ex2pImyxmh,3,face,target absent,8,TRUE,2213,FALSE
2,ex2pImyxmh,4,non-face object,target present,4,TRUE,1242,FALSE
2,ex2pImyxmh,5,non-face object,target present,4,TRUE,1465,FALSE
2,ex2pImyxmh,6,face,target present,8,TRUE,743,FALSE
2,ex2pImyxmh,7,real face,target present,16,TRUE,947,FALSE
2,ex2pImyxmh,8,real face,target present,16,TRUE,776,FALSE
2,ex2pImyxmh,9,non-face object,target absent,4,TRUE,1937,FALSE
2,ex2pImyxmh,10,face,target present,8,TRUE,2041,FALSE
2,ex2pImyxmh,11,real face,target present,16,TRUE,994,FALSE
2,ex2pImyxmh,12,face,target present,8,TRUE,1130,FALSE
2,ex2pImyxmh,13,non-face object,target present,4,TRUE,886,FALSE
2,ex2pImyxmh,14,face,target present,8,TRUE,1301,FALSE
2,ex2pImyxmh,15,non-face object,target present,4,TRUE,749,FALSE
2,ex2pImyxmh,16,non-face object,target absent,4,TRUE,1381,FALSE
2,ex2pImyxmh,17,non-face object,target present,4,TRUE,2111,FALSE
2,ex2pImyxmh,18,face,target present,8,TRUE,1276,FALSE
2,ex2pImyxmh,19,real face,target present,16,TRUE,665,FALSE
2,ex2pImyxmh,20,non-face object,target absent,4,TRUE,964,FALSE
2,ex2pImyxmh,21,face,target present,8,TRUE,1279,FALSE
2,ex2pImyxmh,22,face,target absent,8,TRUE,1344,FALSE
2,ex2pImyxmh,23,non-face object,target absent,4,TRUE,2040,FALSE
2,ex2pImyxmh,24,non-face object,target present,4,TRUE,935,FALSE
2,ex2pImyxmh,25,real face,target absent,16,TRUE,1483,FALSE
2,ex2pImyxmh,26,face,target absent,8,TRUE,2073,FALSE
2,ex2pImyxmh,27,non-face object,target absent,4,TRUE,1441,FALSE
2,ex2pImyxmh,28,face,target present,8,TRUE,1339,FALSE
2,ex2pImyxmh,29,real face,target absent,16,TRUE,2213,FALSE
2,ex2pImyxmh,30,non-face object,target present,4,TRUE,1701,FALSE
2,ex2pImyxmh,31,non-face object,target present,4,TRUE,770,FALSE
2,ex2pImyxmh,32,face,target absent,8,TRUE,1333,FALSE
2,ex2pImyxmh,33,non-face object,target present,4,TRUE,724,FALSE
2,ex2pImyxmh,34,face,target absent,8,TRUE,2383,FALSE
2,ex2pImyxmh,35,face,target present,8,TRUE,1388,FALSE
2,ex2pImyxmh,36,non-face object,target present,4,TRUE,718,FALSE
2,ex2pImyxmh,37,non-face object,target absent,4,TRUE,1157,FALSE
2,ex2pImyxmh,38,real face,target absent,16,TRUE,1643,FALSE
2,ex2pImyxmh,39,real face,target present,16,TRUE,1213,FALSE
2,ex2pImyxmh,40,non-face object,target present,4,FALSE,1231,FALSE
2,ex2pImyxmh,41,face,target absent,8,TRUE,2466,FALSE
2,ex2pImyxmh,42,real face,target absent,16,TRUE,3982,FALSE
2,ex2pImyxmh,43,real face,target present,16,TRUE,1041,FALSE
2,ex2pImyxmh,44,face,target absent,8,TRUE,2910,FALSE
2,ex2pImyxmh,45,real face,target present,16,TRUE,1857,FALSE
2,ex2pImyxmh,46,face,target absent,8,TRUE,1394,FALSE
2,ex2pImyxmh,47,face,target present,8,TRUE,1525,FALSE
2,ex2pImyxmh,48,non-face object,target present,4,TRUE,794,FALSE
2,ex2pImyxmh,49,non-face object,target present,4,TRUE,705,FALSE
2,ex2pImyxmh,50,real face,target absent,16,TRUE,1187,FALSE
2,ex2pImyxmh,51,non-face object,target present,4,TRUE,750,FALSE
2,ex2pImyxmh,52,face,target present,8,TRUE,792,FALSE
2,ex2pImyxmh,53,non-face object,target present,4,TRUE,1036,FALSE
2,ex2pImyxmh,54,non-face object,target absent,4,TRUE,2574,FALSE
2,ex2pImyxmh,55,non-face object,target present,4,TRUE,995,FALSE
2,ex2pImyxmh,56,non-face object,target present,4,TRUE,885,FALSE
2,ex2pImyxmh,57,non-face object,target present,4,TRUE,1460,FALSE
2,ex2pImyxmh,58,real face,target present,16,TRUE,1142,FALSE
2,ex2pImyxmh,59,non-face object,target absent,4,TRUE,1204,FALSE
2,ex2pImyxmh,60,real face,target present,16,TRUE,800,FALSE
2,ex2pImyxmh,61,face,target present,8,TRUE,760,FALSE
2,ex2pImyxmh,62,non-face object,target present,4,TRUE,649,FALSE
2,ex2pImyxmh,63,real face,target present,16,TRUE,888,FALSE
2,ex2pImyxmh,64,real face,target present,16,TRUE,878,FALSE
2,ex2pImyxmh,65,face,target present,8,TRUE,873,FALSE
2,ex2pImyxmh,66,non-face object,target present,4,TRUE,1310,FALSE
2,ex2pImyxmh,67,real face,target absent,16,TRUE,1346,FALSE
2,ex2pImyxmh,68,non-face object,target absent,4,TRUE,1599,FALSE
2,ex2pImyxmh,69,real face,target absent,16,TRUE,1688,FALSE
